cod_transicao;frase_generica;frase_dependencia;frase_morte;atendimento_humano
A01V;"Informamos que este pedido de indenização foi negado. Os motivos da negativa foram enviados por carta para o beneficiário. 
";"Informamos que este pedido de indenização foi negado. Os motivos da negativa foram enviados por carta para o beneficiário. 
";N/A;N/A
A01W;"Informamos que este pedido de indenização foi negado por terem sido encontradas irregularidades. 
";N/A;N/A;N/A
A01Z;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A020;Informamos que a documentação foi recebida e digitalizada e o pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
A021;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A022;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A023;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;SIM_MORTE
A024;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;N/A;N/A
A025;Lamentamos informar, mas o seu pedido de indenização do Seguro DPVAT foi cancelado por conta da não entrega da documentação complementar, fundamental para a análise correta do processo. Mas, atenção: você poderá abrir uma nova solicitação no mesmo ponto de atendimento ou através do site pedidodpvat.seguradoralider.com.br, enviando a documentação apresentada anteriormente assim como os itens faltantes.;N/A;N/A;N/A
A026;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A027;"O pedido de indenização do Seguro DPVAT está em fase de agendamento de análise médica presencial. Em breve, entraremos em contato por telefone ou carta para marcar o exame. É muito importante que a vítima compareça no dia e horário agendados, levando um documento de identificação original com foto. O não comparecimento gera pendência, atrasando a conclusão do processo.
Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A028;Lamentamos informar, mas o seu pedido de indenização do Seguro DPVAT foi cancelado por conta da não entrega da documentação complementar, fundamental para a análise correta do processo. Mas, atenção: você poderá abrir uma nova solicitação no mesmo ponto de atendimento ou através do site pedidodpvat.seguradoralider.com.br, enviando a documentação apresentada anteriormente assim como os itens faltantes.;N/A;N/A;N/A
A029;"O pedido de indenização do Seguro DPVAT está em fase de cadastramento. A documentação está a caminho da digitalizadora e depois será analisada pela equipe técnica da seguradora. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02A;Informamos que este pedido de indenização teve o prazo regulamentar de 30 dias interrompido para verificação de informações adicionais, procedimento previsto na legislação (Resolução CNSP 332/2015). Assim que todas as verificações forem finalizadas, o prazo voltará a seguir normalmente. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
A02C;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A02D;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02E;"Recebemos sua documentação complementar e informamos que está em fase de digitalização.
O prazo para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ";N/A;N/A;N/A
A02F;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02G;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02H;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A02I;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A02J;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A02K;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02L;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02M;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02N;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02O;O pedido de indenização do Seguro DPVAT não teve sua análise continuada devido à alguma inconsistência.  ;N/A;N/A;SIM
A02P;"O pedido de indenização do Seguro DPVAT está em fase de cadastramento. A documentação está a caminho da digitalizadora e depois será analisada pela equipe técnica da seguradora. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02Q;"Informamos que este pedido de indenização foi negado. Os motivos da negativa foram enviados por carta para o beneficiário. 
";"Informamos que este pedido de indenização foi negado. Os motivos da negativa foram enviados por carta para o beneficiário. 
";N/A;N/A
A02R;"Informamos que este pedido de indenização está em fase de cadastramento. A documentação será digitalizada e depois analisada pela equipe da seguradora. 
O prazo para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido.";N/A;N/A;N/A
A02S;O pedido de indenização do Seguro DPVAT não teve sua análise continuada devido à alguma inconsistência.  ;N/A;N/A;SIM
A02T;"O pedido de indenização do Seguro DPVAT está em fase de cadastramento. A documentação está a caminho da digitalizadora e depois será analisada pela equipe técnica da seguradora. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02U;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02V;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02X;O pedido de indenização do Seguro DPVAT não teve sua análise continuada devido à alguma inconsistência.  ;N/A;N/A;SIM
A02Y;"O pedido de indenização do Seguro DPVAT está em fase de cadastramento. A documentação está a caminho da digitalizadora e depois será analisada pela equipe técnica da seguradora. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A02Z;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A030;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;SIM_MORTE
A031;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;N/A;N/A
A032;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A033;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A034;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;SIM_MORTE
A035;Informamos que este pedido de indenização teve o prazo regulamentar de 30 dias interrompido para verificação de informações adicionais, procedimento previsto na legislação (Resolução CNSP 332/2015). Assim que todas as verificações forem finalizadas, o prazo voltará a seguir normalmente. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
A037;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação da documentação médica apresentada pela vítima.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A038;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A039;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação da documentação médica apresentada pela vítima.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A03A;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação da documentação médica apresentada pela vítima.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A03B;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A03C;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação da documentação médica apresentada pela vítima.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A03D;"O pedido de indenização está em análise na Seguradora Líder em fase de verificação das despesas médicas e suplementares realizadas com o tratamento.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A03E;"O pedido de indenização está em análise na Seguradora Líder em fase de verificação das despesas médicas e suplementares realizadas com o tratamento.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A03F;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação da documentação médica apresentada pela vítima.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A03G;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A03H;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A03I;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A03P;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A03Q;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A03R;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A03S;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A03T;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A03U;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A03V;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A03W;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A03X;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
